page,twi,eng
98,dennéŋ,"hard, firm; strong; hardy; sharp, severe; difficult; opp. merew; dade yẹ deŋ, iron is hard; dua denneŋ, hard wood; ntama no yẹ deŋ, this cloth is strong; oye deŋ, he is hard, cruel; he is firm in his resolution, does not easily yield; ne hō ye d., he is (bodily) strong, healthy; ne koŋ ye d., his neck is strong (to carry loads); ne tirim ye d., he is valiant, powerful (said of the leader of an army); emu ye d., it is hard, important, difficult, troublesome; owia āno ye d., the sun shines hot; ebo ye d., it is dear, s. ebo; pr. 820. - n'ani ye d., n'āno ye d., ne nsam' ye d., ne tirim ye d., s. ani, āno, nsa, tiri."
98,dènnénnenneŋ,"hard, firm; strong; hardy; sharp, severe; difficult; opp. merew; dade yẹ deŋ, iron is hard; dua denneŋ, hard wood; ntama no yẹ deŋ, this cloth is strong; oye deŋ, he is hard, cruel; he is firm in his resolution, does not easily yield; ne hō ye d., he is (bodily) strong, healthy; ne koŋ ye d., his neck is strong (to carry loads); ne tirim ye d., he is valiant, powerful (said of the leader of an army); emu ye d., it is hard, important, difficult, troublesome; owia āno ye d., the sun shines hot; ebo ye d., it is dear, s. ebo; pr. 820. - n'ani ye d., n'āno ye d., ne nsam' ye d., ne tirim ye d., s. ani, āno, nsa, tiri."
98,dendéŋ,"hard, firm; strong; hardy; sharp, severe; difficult; opp. merew; dade yẹ deŋ, iron is hard; dua denneŋ, hard wood; ntama no yẹ deŋ, this cloth is strong; oye deŋ, he is hard, cruel; he is firm in his resolution, does not easily yield; ne hō ye d., he is (bodily) strong, healthy; ne koŋ ye d., his neck is strong (to carry loads); ne tirim ye d., he is valiant, powerful (said of the leader of an army); emu ye d., it is hard, important, difficult, troublesome; owia āno ye d., the sun shines hot; ebo ye d., it is dear, s. ebo; pr. 820. - n'ani ye d., n'āno ye d., ne nsam' ye d., ne tirim ye d., s. ani, āno, nsa, tiri."
98,dèndéndendeŋ,"hard, firm; strong; hardy; sharp, severe; difficult; opp. merew; dade yẹ deŋ, iron is hard; dua denneŋ, hard wood; ntama no yẹ deŋ, this cloth is strong; oye deŋ, he is hard, cruel; he is firm in his resolution, does not easily yield; ne hō ye d., he is (bodily) strong, healthy; ne koŋ ye d., his neck is strong (to carry loads); ne tirim ye d., he is valiant, powerful (said of the leader of an army); emu ye d., it is hard, important, difficult, troublesome; owia āno ye d., the sun shines hot; ebo ye d., it is dear, s. ebo; pr. 820. - n'ani ye d., n'āno ye d., ne nsam' ye d., ne tirim ye d., s. ani, āno, nsa, tiri."
98,dènnénneŋ,"hard, firm; strong; hardy; sharp, severe; difficult; opp. merew; dade yẹ deŋ, iron is hard; dua denneŋ, hard wood; ntama no yẹ deŋ, this cloth is strong; oye deŋ, he is hard, cruel; he is firm in his resolution, does not easily yield; ne hō ye d., he is (bodily) strong, healthy; ne koŋ ye d., his neck is strong (to carry loads); ne tirim ye d., he is valiant, powerful (said of the leader of an army); emu ye d., it is hard, important, difficult, troublesome; owia āno ye d., the sun shines hot; ebo ye d., it is dear, s. ebo; pr. 820. - n'ani ye d., n'āno ye d., ne nsam' ye d., ne tirim ye d., s. ani, āno, nsa, tiri."
98,e-deŋ,strength; obehye nea eye merew no edeŋ.
98,o-denā,"= dánta, amōase, loin cloth; mekofaa od. memōe."
98,dennaŋ,"to spread, be extended; obobe no adennaŋ, the vine is spread out, hangs over, Ez. 17,6. dua no ad., the tree"
99,o-dé-ne-há,"odeba, q. v."
99,denneŋ,red. v. s. deŋ.
99,adennéŋ,"inf. equal balance, being in a state of equilibrium, equipoise. - di (adesoa adenneŋ, to carry (a load) on the head without holding it; odi n'ahina ad., = oso n'ahina na ne usa ŋkuram'; odi nehō ad., he lives carelessly; wudi wohō ad. a, woŋkyɛ wu."
99,dennéŋ,"1. a. s. deŋ. - 2. adv. hard, strongly, vehemently; sharply, severely."
99,dennénneŋ,"1. a. s. deŋ. - 2. adv. hard, strongly, vehemently; sharply, severely."
99,ade-nim,inf. = nimdeɛ.
99,o-denimfó,"= onimdefo, a well-instructed, prudent, clever man."
99,dèŋkesē,"bushy, brushy; ne ti afuw d.; odoto bi abu afwɛ afuw no so d., the whole mass of the thicket fell on the plantation."
99,adéŋkúm,"a small calabash with a long neck, used for play; toa a mmea de ahene abyehye hō na woɓo wo agorum'."
99,adé-ŋkyē-ō!,salutation on taking leave in the evening: may you live to see the next morning! - syn. nŋopa-ō!
99,deŋkyebèd,a kind of European cloth.
99,dèŋkyedèŋkye,"swamp, bog, fen, marsh, moor, quagmire; marshy or boggy ground, deeper than atɛkyɛ; cf. dontori."
99,dèŋkyédèŋkyé,"adv. in a shaking, vacillating manner; chim d., it shakes to and fro. - n. hammock; cf. ahamaŋkā, osako."
99,o-déŋkyém,"pl. a-, alligator. - pr. 859. crocodile; odeŋkyem-irempoŋ, pr. 2850. syn. asuboa. - deŋkyemmerefū, -funu, pr. 1171."
99,o-déŋkyemmó-o,"1. a glittering, precious stone said to come from the head of an alligator. - 2. a certain food (nut?) pr. 745."
99,adensá,"[nea eda nsa], Ak. = kapo."
99,densow,s. da-nsow.
99,ade-nyā,"inf. becoming rich, acquisition of wealth."
99,ade-pá,"a good or precious thing, something good; goods."
99,adé-pé,inf. seeking for riches. pr. 1441.
99,depo,"ganglion, a tumor or excrescence on the back of the hand."
99,adere,Ak. = adare.
99,ádèsā-mmá,"= nŋipa mma; s. adasā, odesāní."
99,ádèsā,"-sāwá, the eatable fruit of a large tree, of the size and shape of a lime, of a yellow and reddish colour, and of a sharp sweet-sour taste; the tree on which it grows."
99,adesāe,"[cf. ade sā] 1. evening-time. - 2. the whole day from morning till night; Mat. 20,12. maye adwuma ad., I have worked till night."
99,o-desāní,"odas... pl. a-fó, adesā-mma, man as a rational being (""mmoa na efre onipa sa"") opp. aboa; od. nye nea [entia ese se] woye no yiye, man does not deserve to be treated well. pr. 509.861.2375."
100,adesé,"tooth-ache; oyare ad.; syn. bòaduam, okékáw."
100,adesé,"[ade ase a aka, what is left at the bottom of a thing] sediment, residuum, dregs; a mean, useless thing; cf. puw; - ad. Twi, a jargon or patois of the Tshi language."
100,o-desèní,"pl. a- -fo, = nnipa a womfra, men of low condition, low, mean, common people, the dregs of society; cf. akwanihūmāni. F. people living in the bush, not on the coast, bush-people."
100,adeséni,"pl. a- -fo, = nnipa a womfra, men of low condition, low, mean, common people, the dregs of society; cf. akwanihūmāni. F. people living in the bush, not on the coast, bush-people."
100,ade-sẹe,"inf. waste of things, Mt. 26,8."
100,adé-soá,"inf. [soa ade] carrying loads; ad. ye yaw, - is troublesome."
100,adesoá,"[ade a wọde soa biribi] a basket (tekrekyi) or another thing in which women keep and carry their things (abọde, atam)."
100,adésoa,"[ade a wọsoa] pl. n-, nnósoa, load, burden."
100,adesoa-kyénẹ́,"an excessive burden; ad. yi de, mintumi!"
100,o-desoání,"pl. a- -fo, carrier, porter."
100,ade-sūa,"inf. learning, study."
100,adesūa-daṅ,"school-house, school-room. - adesūae, school; s. sukū."
100,o-desūafo,"pl. a-, learner, student. - adesūa-kā, inf. examination."
100,ade-tó,"adé-tó, inf. buying. - o-detọfó, pl. a-, buyer, customer."
100,adé-tó,"inf. buying. - o-detọfó, pl. a-, buyer, customer."
100,ade-tóṅ,"adé-tóṅ, inf. selling, trading. - adetọṅ-daṅ, shop."
100,adé-tóṅ,"inf. selling, trading. - adetọṅ-daṅ, shop."
100,o-detọfó,"pl. a-, buyer, customer."
100,o-detọṅfo,"pl. a-, seller, trader."
100,ade-tọ-wọ-so,"a single fit as of epilepsy, not of repeated or frequent occurrence; cf. ahunum', abiribiriw."
100,detse,F. = dote.
100,dew,"v. to flare, flame, blaze; ogya redew, the fire is blazing; dew bayi, to exercise or practise witchcraft; to bewitch; s. ọbayifo; odew se ọkanea, fig. he is very lively, active in his business &c."
100,dew,a. s. de.
100,o-dew,"sweetness, agreeableness, pleasantness; agreeable taste, tastefulness, relish; flavour; pleasure, joy, comfort, benefit; wọsọm Nyame yiye a, wọbete mu dew, if you serve God well, you will have the benefit of it, you will see how happy it will make you."
100,dew,"F. joy. Mt. 13,20. 44. 25,21. 28,8. - dzi dew, to rejoice, Mt. 2,10.5,12. - dew-do, = fewso, gladly. Mk. 6,20."
100,adewá,"[ade, dim.] a little thing, trifle; enyé ad., it is considerable, important, = esọ kokūrọ, esọ sê, esọ ampa!"
100,adewá,"tet. adawá, a name for several kinds of play, s. agoru; a play at funeral customs."
100,adewá-dwóm,"a song used in that play, pr. 174."
100,adewafó,"women engaged in that play, pr. 3237."
100,adé-wu,inf. bashfulness; syn. adefere.
100,ade-wiá,"inf. stealing, theft; cf. krọnọ, akrommọ."
100,ade-ye,"inf. doing, doings (cf. nneyee); activity; efficacy."
100,adeyede,(pl. id.) instrument.
100,o-deyefo,"-yofo, pl. a-, an industrious, diligent man; syn. osifo; oye od. = oye nsi, ne nsa nna, he is diligent in his business."
101,di,"to take (in hands) and to handle, or to use, make use of, employ, and describes actions."
101,didi,"to take (in hands) and to handle, or to use, make use of, employ, and describes actions."
101,dzi,"to take (in hands) and to handle, or to use, make use of, employ, and describes actions."
101,dzidzi,"to take (in hands) and to handle, or to use, make use of, employ, and describes actions."
102,di,"to fetch a price, to be worth"
102,di,to deserve
102,di,"to be meet, fit, becoming, right"
102,di,"to have capacity for, to be able to take in, to hold, contain"
102,di,"to have, be infected with"
102,di,to possess
102,nni,not to have
102,di,"to be, exist, or live at a place, in the affirm. expressed by wo"
102,nni,not to be in a place
102,nni ho,not to be present
102,nni bābi,"not to be anywhere, not to exist"
102,di,to be in some situation (outward circumstances)
102,di,"to be (first, next, last) in the order or row, or in rank"
102,di mu,to be among the number
102,di mu,to be prominent among
102,di,to amount to
102,di,"to spend or pass time, to remain, stay, tarry, continue at a place"
102,di,to attain some age
102,di,"to be in some state, condition or situation"
102,di(..) kaŋ,"to walk before, precede"
102,di(..) anim',"to walk in front of, go before"
102,di.. akyi,"to walk behind, to follow (after), to be younger, to be subordinate"
103,di akyiri,"to pursue, to prosecute, follow up, to visit (sins upon)"
103,di ahurusi,to exult
103,odi atwasi,he moves in a circle returning to his place
103,mmoa di sare no so atwagu,beasts pass over the grassy place in great numbers
103,odi me so akorokorow,he intrudes upon or importunes me by frequent visits
103,odi antweri no so aforosiãn,he goes up and down the ladder
103,odi yeŋ mu ahyemfiri,he goes in and out among us
103,wodi yeŋ barehyia,they surround us
103,edi kyinhyia,it whirls round
103,odi ahõdannaŋ,he often turns or changes himself or his dress
103,odi akɔ-nè-abá or àkɔsaŋ,he goes to and fro
103,odi atwẽba,he draws (it) backwards and forwards
103,"wodi atúbɔ, atubra","they frequently change their abode, have migratory habits"
103,wodi atãtã,they run after each other
103,wodi nsianehõ,they pass by each other
103,wodi ntwitwãr'ãno,they pass by each other in running a race
103,odi ne tirim,"he meditates, ponders, revolves or resolves in his mind; he musters resolution or courage; he takes pains"
103,di wo tirim mã wonsũaŋ wo,bear the bleeding manfully
103,odi no hõ dadwẽn,he is anxious about him
103,obedi yare no,he will stand the sickness
103,wadi yare no,he has recovered from the sickness
103,"nea meye no no, orenni",he will not be able to bear what I shall do to him
103,ose n'asɛm wonni,"he is haughty, overbearing, ready to repress or subdue by insolence or effrontery"
103,di hene,to be and act as king
103,di amrado,to be and act as governor
103,di kyɛ̀ame,"to be and act as speaker (linguist, interpreter)"
103,di sofo,to be and act as priest (or minister)
103,odi panyiŋ,he is entrusted with an office
103,odi adiakyiri,he holds an inferior office
103,di srãni,to serve as a soldier
103,di bakõma,to play the superior or nobleman
103,di dehye,to play the superior or nobleman
103,di.. so,to rule
103,odi maŋ no so,he rules over the country
103,odi kũrow no so,he has authority over the city
103,di boa no,he helps him in what he is doing
103,di adwinni,to do skilful work
103,di dũma,to profess some trade
103,odi ne dũma,he is at his work
103,di bonno,"to work at intervals, intersecting other work"
103,di abõ,to attend at table
103,di pia,"to act as steward, chamberlain, valet"
103,odi no ŋkommãraŋ,he is his disciple or accomplice in his fetish-practices
103,di pã,to serve as a hired labourer or carrier
103,di abofo,to provide a hunter in the bush with food
103,di yaw,to provide a hunter in the bush with food
103,di bata,"to traffic, trade"
103,di gua,to carry on a trade
103,"di nsɛã, nsesãgua","to barter, exchange, truck"
103,di mpewá,"to peddle, hawk"
103,di dam,to play at draughts
103,wodi asrayere,they perform their ceremonies for their husbands absent in the camp
104,di ahene,"to make parade of royalty, to exhibit royal riches and power"
104,di bo,to make a bargain
104,di abobobo,"to barter, bargain, haggle"
104,di āno,"to agree, make (or come to) an agreement"
104,di kasasie,to make a previous agreement
104,di mmāra,to agree upon a law
104,wodi abosom,"they take an oath, pledge themselves with an appeal to the fetishes (or tutelar spirits)"
104,odi nsew,"he binds himself by an oath, declares upon oath, confirms by oath, protests with solemn asseverations"
104,wodi ntammāra,they swear oaths on both sides
104,odi ṅhyease,he gives a solemn promise
104,odi a(ka)gyinam',he stands security
104,akabaso,he stands security
104,odi me adanse,"he bears or gives witness a) concerning me, b) before or to me"
104,"odii dii dii, na antetam'","he did his best in pleading, but it was of no avail"
104,di asem,"to carry on a law-suit, compose or settle a litigation; judge &c."
104,di afisem,"to arrange family matters, settle domestic quarrels"
104,di amansem,to negotiate or transact public affairs
104,odi mā no,"he pleads for him, in his favour"
104,odi ko n'afā,he strives or pleads for his party (okā or odi mā ne mfẹfo)
104,odi ntam',"he mediates, interferes"
104,odi (ntam') mmow,"he mediates, acts as go-between, tries to bring about a reconciliation"
104,me nè no bedi no bone,"I shall deal with him in a most unpleasant way, without mercy"
104,"di asempa, seṅkwaṅmu","to walk uprightly, deal honestly, lead a good and honest life"
104,di nokware,"to speak truth, act faithfully or trustworthy, to be faithful"
104,di anēm,"to be diligent, industrious"
104,ye anēm,"to be diligent, industrious"
104,di do,to exhibit one's love
104,di dehye,to live as a free man or nobleman
104,di tumi,to exercise power or authority
104,di bam(e),"to behave proudly, arrogantly"
104,di abransem,"to commit violence, exercise power or authority &c."
104,ahōedensem,"to commit violence, exercise power or authority &c."
104,tumisem,"to commit violence, exercise power or authority &c."
104,di ahensem,"to boast of being a king, prince, nobleman, to be imperious, tyrannical, arrogant &c."
104,ahennemasem,"to boast of being a king, prince, nobleman, to be imperious, tyrannical, arrogant &c."
104,adehyesem,"to boast of being a king, prince, nobleman, to be imperious, tyrannical, arrogant &c."
104,di akakabénsém,to deal violently &c.
104,akokobirisém,to deal violently &c.
104,akraṅkransem,to deal violently &c.
104,aporisem,to deal violently &c.
104,ntintim-mànsém,to deal violently &c.
104,asénníni,to deal violently &c.
104,di asemmone,"to lead a bad life, commit a wicked deed, evil deeds &c."
104,di asénníni,"to deal rashly, commit a crime"
104,atrátrasem,"to deal rashly, commit a crime"
104,di seṅkyéṅé,to perpetrate an atrocity
104,di ayeyesem,"to commit a perverse or exorbitant action; to be stubborn, wilful, capricious (?)"
104,di ṅkwaseasém,"to act foolishly, wickedly"
104,di ahúhusem,"to make nonsense, act frivolously"
104,di ntuntúnansem,"to act insolently, impudently &c."
104,odi no aboro,"he envies him, wrongs or injures him"
104,odi no mfiakyiri,"he does something without his knowledge, will or approbation"
104,odi no kusúm',"he defrauds, cheats him"
104,odi no amim,"he defrauds, cheats him; he overreaches him, takes him in"
104,wadi me hūammo,he has disappointed
105,wodi no kasa,"they make him account or pay for, fine him, take redress from him."
105,odi no were,he takes revenge or vengeance on him.
105,wodi no mfuaŋfwe,"they hold and flog him, give him a thrashing."
105,odi (no) awu,he commits a murder (on him).
105,odi no nya,"he treats him as a slave, hard or cruelly"
105,odi no ni,"he renders him honour, pays him respect or homage."
105,odi no tow,he renders or pays him tribute
105,odi no adaworoma,"he applies to or craves for his benevolence, favour, kindness."
105,wodi semode,they hold or carry on a pleasant conversation
105,wodi awerehósém,they have a colloquy (on disagreeable matters)
105,dzi awereho,to wail
105,wodi ṅkommo,"they converse, discourse, hold conversation."
105,odi no ṅkommodōm,he condoles with him with a hypocritical mind.
105,odi no hō tew,he mocks at him
105,ogoru no hō,he mocks at him
105,wodi no operefwe,"they mock, deride, ridicule him (in his back)."
105,odi no (hō) ṅkasaguā,"he mutters, grumbles about him, publicly gives vent to his ill feeling against him, yet not in his presence."
105,odi no ṅkoḳodésem,"he flatters, coaxes, wheedles, humbugs, hoaxes him."
105,odi no or no hō nseku,he calumniates or slanders him.
105,odi no nsokodé,he calumniates or slanders him.
105,odi no atem,"he scolds, abuses, reviles him."
105,odi atoro,he tells a lie or lies
105,Ak. toro,he tells a lie or lies
105,odi ṅkontoro,he tells a lie or lies
105,s. ṅk.,he tells a lie or lies
105,edi adannaṅ,it undergoes changes
105,wodi adannaṅ ye,"they do it alternately, by turns."
105,wodi no nnyigye,"they do it alternately, by turns."
105,di so,"to observe an injunction, promise, law"
105,odi n'asem so,he keeps to or acts according to his word
105,odi mmāra so,he keeps the law.
105,"da a wohyee no se ónsaṅ mmēra no, wanni so na odii nnannu guu so","he did not come at the day appointed to him, but stayed two days longer."
105,odi abuada,he fasts
105,wodi mmuada,"they keep a fast, observe fasting"
105,di afofi,to abstain from plantation-work on some week-day.
105,di fofida,to observe the day of rest by abstaining from plantation-work
105,di homeda,to keep the day of rest (Sabbath-day)
105,odi n'awoda,he celebrates his birthday
105,di dapa,"to have or celebrate a festival day, a feast"
105,dapoṅna,"to have or celebrate a festival day, a feast"
105,di afe,to celebrate a yearly festival (s. hye fā)
105,di afrihyia,to celebrate a yearly festival (s. hye fā)
105,Brofo di búrōnyā,the white people celebrate Christmas or new-year's-day
105,Guaṅfo di hum,the Guang people have their yearly harvest custom or festival.
105,wodi asennida,they keep a court-day.
105,wodi atúbo,they are given to frequent change of abode; (cf. 37.)
105,wodi atúbo,they have the practice of shooting themselves.
105,odi awommawu,she bears children who usually die soon.
105,wodi atirimusem,they are on an intimate footing.
105,wodi adi (-nè-adi),"they make each other presents, send each other portions"
106,wodi ńŋuammoa,they unite in buying a sheep to kill and share it
106,wodi ńfwebom',"they have joined interest, have associated, have made common cause, are in partnership"
106,ntontó,"they have joined interest, have associated, have made common cause, are in partnership"
106,wodi twàkā,"they have communion, eat together &c., are on good or friendly terms, on a familiar footing"
106,twàwe,"they have communion, eat together &c., are on good or friendly terms, on a familiar footing"
106,nsáwoso,"they have communion, eat together &c., are on good or friendly terms, on a familiar footing"
106,wodi nnakranna,they are on a familiar or intimate footing
106,wodi akāpimatwẽ,"they have close communion, favour each other in turn"
106,wodi aniwabubu,there is a mutual understanding or agreement between them
106,wodi mmoa,"they aid each other, are allied, work together, mutually support each other"
106,nŋoboa,"they aid each other, are allied, work together, mutually support each other"
106,hiafwẽ,"they aid each other, are allied, work together, mutually support each other"
106,wodi aware,they intermarry
106,wodi afra,"they are intermixed, commingled"
106,edi afuntumfra,"it is (or, the things are) thoroughly commixed, jumbled or huddled together"
106,woadi anańwuram',"they have mutually entangled themselves, crossed or thwarted each other"
106,wodi ńfweanim,"they face each other, look each other in the face"
106,mmoanim',"they face each other, look each other in the face"
106,wodi aguma,they wrestle or struggle in a combat for exercise or for a prize
106,ayéńsì,they wrestle or struggle in a combat for exercise or for a prize
106,wodi atifra,they knock their heads together
106,atipira,they knock their heads together
106,wodi dom,they are at war (with each other)
106,wodi akō,they are fighting (with each other)
106,wodi akamekame,"they are in contention, strife, contest, struggle, dispute, bickering, quarrel, at variance &c. with each other"
106,ānobacbae,"they are in contention, strife, contest, struggle, dispute, bickering, quarrel, at variance &c. with each other"
106,aperepere,"they are in contention, strife, contest, struggle, dispute, bickering, quarrel, at variance &c. with each other"
106,ntawntaw,"they are in contention, strife, contest, struggle, dispute, bickering, quarrel, at variance &c. with each other"
106,atutuw,"they are in contention, strife, contest, struggle, dispute, bickering, quarrel, at variance &c. with each other"
106,twẽmāmentwẽ,"they are in contention, strife, contest, struggle, dispute, bickering, quarrel, at variance &c. with each other"
106,odi nehō dom,"he commits suicide, destroys himself"
106,wodi wońhō domata,"they fight against themselves (their own companions, by a mistake)"
106,wodi ńkōtewmu,"they mutually desist from, or leave off (break off, give up) fighting, none of the parties having gained the victory"
106,ńkōtetem',"they mutually desist from, or leave off (break off, give up) fighting, none of the parties having gained the victory"
106,wodi mpāpaem',"they part, separate, divide, are divided"
106,wodi ńkra,"they part, separate, bid each other farewell"
106,odi.. ye-nā,he meets difficulty in doing (it)
106,gye.. di,to believe
107,abā,11
107,abaguade,8
107,bakōma,42
107,bam,53
107,bame,53
107,abaninsem,53
107,barehyia,36
107,abarimasem,53
107,bata,45
107,bem,31
107,bere,5.6
107,bo,48
107,abō,44
107,abobobo,48
107,abofo,44
107,bonno,44
107,aboro,55
107,abosom,49
107,abransem,53
107,abuada,71
107,būrōnyā,75
107,da,5.27
107,dadweñ,39
107,dam,46
107,adañmude,8
107,adannañ,72
107,adanse,49
107,dapa,75
107,daponna,75
107,adaworoma,63
107,ade,8.9
107,dehye,42.53
107,adehyesem,53
107,dem,17
107,adi(-nè-adi),80
107,adiakyiri,42
107,dibea,23
107,do,52
107,dom,91.93
107,dommata,94
107,doñ,30
107,adwini,44
107,dwuma,44
107,afe,28.75
107,afirihyia,28.75
107,mfia-kyiri,55
107,afisem,50
107,fo,31
107,afofi,74
107,fofida,75
107,aforosiañ,36
107,afra,86
107,afrihyia,28.75
107,mfuanfwɛ,58
107,afuntumfra,86
107,fwɛ,14
107,ñfwɛanim,88
107,ñfwɛbom,81
107,gua,45
107,aguma,89
107,agyinam,49
107,hene,42
107,ahene,47
107,ahenemmasem,53
107,ahensem,53
107,hia,32
107,hiafwɛ,85
107,ho,23.27
107,nehō,7
107,ahōdannañ,36
107,ahōedensem,53
107,ahōmasin,5
107,homeda,75
107,hūammo,55
107,ahuhusem,54
107,ahūkañ,23
107,hum,75
107,ahurusi,36
107,ñhyease,49
107,ahyemfiri,36
107,ñhyira,9
107,akabaso,49
107,akagyinam,49
107,akakabensem,53
107,akame-kame,92
107,kamu,22
107,kañ,23.35
107,akāpimafwɛ,83
107,kasa,56
107,ñkasagua,67
107,kasasie,48
107,akō,91
107,ñkōgu,11
107,akokobirisem,53
107,ñkokodesem,68
107,ñkōmmārañ,44
107,ñkommo,64
107,ñkommodōm,65
107,kōmusu,11
107,ako-nè-aba,36
107,ūkōnim,10
107,ñkontoro,71
107,akorokórów,36
107,akosañ,36
107,ñkōtetem,95
107,nkra,96
107,akrāñkrānsem,53
107,kum,14
107,kusum,55
107,ñkwū,9
107,ñkwaseasem,54
107,kyecame,42
107,akyi,23.35
107,akyiri,23.35
107,kyiñhyia,36
107,amansem,50
107,amanterenu-ade,8
107,mmāra,48
107,mmasigyaw,33
107,amim,55
107,mmoa,84
107,mmoā,8
107,mmoanim,88
107,mmow,50
107,amrado,42
107,mu,24
107,mū,29
107,mmusu,11
107,nā,97
107,nnakrannā,83
107,anaūwuram,87
107,anēm,52
107,nī,61
107,nim,10
107,anim,35
107,animkā,14
107,aniwabubu,83
107,āno,48
107,anobābáé,92
107,nnoboa,84
107,nokware,52
107,ññuammoa,81
107,nyā,18.60
107,nnyigye,72
107,pā,44
107,panyiñ,42
107,mpāpaem,96
107,operefwe,66
107,aperepere,92
107,mpewa,45
107,pia,44
107,aporisem,53
107,nsawoso,82
107,nsẹ,30
107,nseku,69
107,asem,40.50-54
107,semode,64
107,asemmone,54
107,asempa,52
107,asennida,76
107,asénníní,53.54
107,sẹnkwañmu,52
107,sẹñkyeñe,54
107,nsesā,45
107,nsesāgua,45
107,nsew,49
107,nsianehō,38
107,sigyaw,33
107,sika,3.4
107,so,43.73
107,sō,31
107,sofo,42
107,nsokodé,69
107,srâni,42
107,asrayere,46
107,ntammāra,49
107,tāmu,32
107,atātā,38
107,ntawntaw,92
107,atem,70
107,ntenteso,35
107,ntewso,12
107,ti,23
107,atifra,90
107,ntíntimànsém,53
107,atipira,90
107,tirim,39
107,atirimusem,79
107,ntodii,2
107,ntomu,12
107,ntontó,81
107,atoro,71
107,tow,62
107,atratrasem,54
107,atúbó,77
107,atúbo,37.77
107,atubra,37
107,tumi,53
107,tumisem,53
107,atuntunansem,54
107,atutuw,92
107,atwagu,26
107,twakā,82
107,atwasi,36
107,twawɛ,82
107,twɛ,7
107,atwēba,36
107,twēmamēntwɛ,92
107,ntwítwārāno,38
107,aware,85
107,awoda,75
107,awommawu,78
107,awu,59
107,wére,57
107,awerehosem,64
107,yare,40
107,yaw,44
107,àyénsiñ,89
107,ayeyésém,54
107,yiye,34
107,di boa,44
107,di mā,44
107,di ko n'afā,50
107,fa nehō di,6
107,gye di,98
107,fa di,8
107,s. fa,23
108,adi,"eating, feasting"
108,adi,"an open or outer space, opp. to a shut up and covered space or hidden place; out, outside, without, abroad, out of doors"
108,adi,"this thing, this, that"
108,adi-akyíri,"a subordinate officer, subaltern"
108,adi-amā,sending of portions
108,adi-ammā-wo-ba,a kind of yam
108,diasekaṅ,"a dish of Indian corn, a kind of abeté"
108,adi-asie,a matter previously arranged or settled beforehand
108,adi-baṅ,food
108,adi-bane,food
108,di-bea,"place, position, rank, occupation"
108,dībō,deal-board
108,dībō-dua,"fir, cypress"
108,adi-bone,bad food
108,adide,"fruition, usufruct; enjoyment; benefit, profit; share"
108,didi,"to eat; to be or sit at meals, at table"
108,didi,"to live on, make one's livelihood by"
108,didi,"to spread (of an ulcer &c.), to diffuse itself"
108,didi,"to soak, to get through, to penetrate"
108,adidí,"eating, feasting, meal"
108,adidí,Turkey-red thread or colour
108,adidí-pá,crimson
108,adidí-sikā,"yellow thread, orange-red yarn"
108,didi-amfóé,a man who eats much and yet has no fat
108,adidí-bèá,manner of eating; dining-room
108,adidí-bére,time of eating
108,adidí-dé,eatables
108,mmóa adìdidé,manger
108,didifó,guest
108,o-didífó,"a greedy eater, glutton"
108,adidifúrum,"gluttony, voracity"
108,adidíi,place or time of eating
108,adidii-fʷefo,"the master (ruler, governor) of a feast, steward"
108,adidiikyiri,the time after a meal
109,didi-kaw,a debt for victuals.
109,didi-mẽ,"the act of eating enough, so as to be satisfied, eating one's fill; hence a feast, feasting, banqueting, including the idea of drinking copiously."
109,adidí-pón,"table, dining-table; dinner-table; cf. opoṅ, daṅ-ānopoṅ."
109,adidi-trásó,"gluttony, voracity, excess in eating."
109,adidi-twẽā,"1. the stomach, = nsonokese. - 2. a bag for victuals."
109,adi-fí,"inf. [fi adi] going out, going forth."
109,adifudé,"[cf. fū] plenty of things, espec. eatables; manyā aduaṅ ad., I have got food (or victuals) in excess, for nothing; odi, ope or óyè ad. = óyè amím, he is greedy. - adifudé-pe, inf. greediness, cupidity. - o-difudépefó, a greedy, unsatiable fellow or person."
109,ódìhá,"a stone commemorative of a shameful or criminal act as rape or murder, committed at the place, on which every passer-by puts a leaf to protest against the deed. - a di-ho, s. adi, adiwo."
109,o-dihunum,"revel, reveling; greediness; óyè od. = óyè adifudé, he likes to eat all he can get, or all he has to-day."
109,dika,"a kind of yam, s. odé."
109,adíkán-ō,"a salutation addressed by a traveler to one who went before, after having come up with him; answer: yā aběraw."
109,adikaṅfó,"one (or pl. many) gone before, the fore-most, first."
109,dikpei,[Gā] dart.
109,dim-mo,"inf. s. bo diṅ, nnimmo."
109,dim-mone,= diṅ bone; dim-pa = diṅ pa.
