page,eng,twi,gaa
94,truant,werehunu,anihaolọ
94,truck,di nsesāgua,tšake
94,true,wom' (wọ mu),yę
94,true,yę nokware,yeṅ
94,true,di nokware,yę mli
94,trumpet,(to)torobento,biglo
94,trumpet,aborobęn,tętręmantrę
94,trumpeter,torobęntohyeṅfo,tętręmantręflilo
94,trumpeter,torobęntohyeṅfo,-kpālọ
94,trunk,dunsiṅ,tšo
94,trunk,duasiṅ,tšoku
94,trunk,akonsiṅ,gbomotšo
94,trunk,(ṅhōma-)adaka,gbomotšo
94,trunk,fare,munum
94,trust,de ani to ..so,ṅọ hie fọ ..no
94,trust,de nehọ to ..so,hie kā no
94,trust,ani da so,ka hā
94,trust,dàṅ,ka hā
94,trust,tweri,ka hā
94,trust,bata,ka hā
94,trust,gyina so,ka hā
94,trust,anidaso,hieṅkāmọ
94,trust,anidaso,hie kę nọfọ
95,trustworthy,onokwáfo,anokwafo
95,trusty,onokwáfo,anokwafo
95,truth,nokware,anokwa
95,truth,nokwasem,anokwale
95,try,so..fwe,ka
95,try,ka..fwe,ke..ka
95,try,ye..fwe,fo hie
95,try,kyere,sa
95,try,kekare (n'anim),so he
95,try,,tso
95,try,,tso na
95,tsetse (a fly),,ofoi
95,tub,topo,blage
95,tub,korow,blake
95,Tuesday,benada,dsufo
95,tug,twe,kpla
95,tug,twetwe,sa
95,tug,tu,sata
95,tug,tutu,
95,tug,pere,
95,tuft (of hair),mpese,yitsoi kutsa
95,tuition,oyen,tsosemo
95,tuition,okyere,tso-mo
95,tuition,nfWeso,
95,tumble,fwe(ase),wule
95,tumble,pirew,lu si
95,tumble,yantam,gbesi
95,tumble,,ku
95,tumbler,nkonko,
95,tumultuous,ye ho,fe ho
95,tumultuous,ye hobobobo,bu
95,tumultuous,bo wi,
95,tun,ton,hase
95,tun,hase,
95,tun,nkaribo mpennu,
95,tune,dwom,lala
95,tune,dwontobea,gbe
95,tune,gyigye,lalagbe
95,turkey,krakum,klakunu
95,turkey,,klakun
95,Turkey-red (cotton-yarn),adidi,
95,turn,dan,kpale
95,turn,dan..kyere,ku
95,turn,de..kyere..so,tso
95,turn,toto,tso he
95,turn,kisa,tso no
95,turn,san,tso hie
95,turn,bu,wyie hie
95,turn,sakra,
95,turn,twa neho dafa,
95,turn,dan n'ani,
95,turn,twa n'ani,
95,turn (about),twa neho,bo kontonkron
95,turn (about),dan n'ani,
95,turn (aside),man,gba
95,turn (aside),,gbale
95,turn (back),dan akyiri,tso se
95,turn (back),dan n'akyi,ku se
95,turn (back),san,kpale
95,turn (back),pini n'akyi,
95,turn (down),dan kyere fam,tso si
95,turn (down),butuw,butu
95,turn,adannan,
95,turn,di,
95,turn,dibea,
95,turn,yebea,
95,turn (it is my),adu me so,
95,turtle (dove),aburuburu,kose-okpo
95,turtle (pigeon),aburuburu,kose-okpo
95,turtle (sea),sukyekyere,hala
95,turtle (sea),suhuru,
95,turtle (sea),apohuru,
95,turtle (sea),supurupu,
96,tusk (of a wild boar),batafosẽ,tṣo
96,tweak,ti,tṣotṣe
96,tweak,titi,titi
96,tweak,fẹm,
96,twelve,edumienu,nyoŋma-kę-enyo
96,twelve,dumieṅ,
96,twenty,aduonu,nyoŋmai enyo
96,twice,mpẹṅ abieṅ,šii enyo
96,twice,mpẹrennu,
96,twig,duabasa,tṣonine
96,twig,dubã,
96,twig,mfefẹwe,
96,twig,abã,
96,twig (v.),baw amane,dū amã
96,twilight,ade rekyẽ a anim baebae,hie futẹfutẹ
96,twilight,boeboe,hie mātã-mātã
96,twilight,bue,dṣetṣerẹmo
96,twilight,yẹ,dṣenamo
96,twilight,fontãfontãṅ,hie tūtū
96,twilight,ṅwāniṅwāni,
96,twilight,sesasesa,
96,twilight,wẹ,
96,twilight,ade sã a anim yẹ ṅwāniṅwāni,
96,twilight,anadwọfã fomm,
96,"twilight (to be, grow-)",ade sã,dṣe na
96,twin,ata (male),hãdṣi
96,twin,atã' (female),Akuẹtẹ & Akuẹtẹ
96,twin,nta,Akuele & Akuọkọ
96,twin,Ata panyiṅ,
96,twin,Ata kūmã,
96,twin,obiwom',
96,twin,Atã,
96,twine,kyim,fa
96,twine,fira,tṣẽ
96,twine,ṅwene,nyene kpã
96,twine (n.),hama,kpã
96,twine (n.),mfiriwa,
96,twine (n.),dọw,
96,twinge,titi,tṣotṣe
96,twinge,fẹm,
96,twinkle,bu (bubu) ani,tṣã hieṅmẹi
96,twinkle,di aniwabubu,
96,twist,kyim,fa
96,twist,fira,nyene
96,twist,ūwene,tṣõ
96,two,enu (nnu),enyo
96,two,abieṅ,
96,two,mmienu,
96,type,ṅfẹwẹso,henọ
96,type,nsẹso,kwēmọnọ
96,type,sennahọ,okadi
96,type,ntintimi,ṅmlamọnọ
96,type,,woloṅkadinọ
96,Udder,nufu,fufọ
96,ugly,taṅ,taṅ
96,ugly,tantáṅ,tantaṅ
96,ulcer,ekuru,asãne
96,ulcer,akisikuru,fla
96,ulcer,,fafale
96,ulcerate,tu kuru,fã fla
97,umbrella,akatawia,akataiwia
97,umbrella,asowia,akataiwia
97,large umbrella,katamánsò,akatamanso
97,large umbrella,bamkyinii,akatamanso
97,large umbrella,kyinię,akatamanso
97,umpire,otemmuni,atenyelo
97,umpire,otemmuni,atenbulo
97,unadulterated,kroṅkroṅ,kroṅkroṅ
97,unadvisedly,mpasompaso,afúnyām
97,unadvisedly,mpasompaso,yimū
97,unadvisedly,sesękwā,afúnyām
97,unadvisedly,sesękwā,yimū
97,unappeasable,nea ontie mpata,kpatakple
97,unappeasable,nea ontie mpata,moni kplēē kpātāmọ
97,unaware(s),mpaso,
97,unaware(s),mpaase,
97,unaware(s),mpofirim,
97,unbelief,ogye a wonnye nni,hemo ni ahee yee
97,unboiled,amono,eṅmọṅ
97,unboiled,momono,eṅmọṅ
97,unbound,ęhō da họ,he kā
97,unbound,ọkwaṅ da(no) họ,he kā
97,uncertainty,akyinnye,ṅwane
97,uncertainty,akyinnye,dsē
97,unchastity,efi,yakayaka niitšumọ
97,unchastity,efi,mūdšinii
97,unchastity,efi adeyę,yakayaka niitšumọ
97,unchastity,efi adeyę,mūdšinii
97,uncle (mother's brother),wofa,tšękwē
97,uncle (father's brother),agya,tšękwē
97,uncle (father's brother),kūmā,tšękwē
97,unclean,buru,fō
97,unclean,burum,fō
97,unclean,fi,fō
97,unclean,fifi,fō
97,unclean,nea ne hō yę fi,fō
97,unclean,buru,mūdšimūdši
97,unclean,burum,mūdšimūdši
97,unclean,fi,mūdšimūdši
97,unclean,fifi,mūdšimūdši
97,unclean,nea ne hō yę fi,mūdšimūdši
97,unclean,buru,tantaṅ
97,unclean,burum,tantaṅ
97,unclean,fi,tantaṅ
97,unclean,fifi,tantaṅ
97,unclean,nea ne hō yę fi,tantaṅ
97,uncleanness,efi,mūdšiniitšumọ
97,uncleanness,mpebebę,mūdšiniitšumọ
97,uncleanness,apătā,mūdšiniitšumọ
97,uncleanness,efi,kplokoniitšumọ
97,uncleanness,mpebebę,kplokoniitšumọ
97,uncleanness,apătā,kplokoniitšumọ
97,uncovered,(ọdaṅ) ūkánńñūāṅ,he kā
97,to be uncovered,ęso da họ,he kā
97,under,ase,šiši
97,under,ase,si
97,undercloth,amōase,male: tekle
97,undercloth,amōase,female: boi
97,undercloth,amōase,female: boitšę
97,undergarment,Ak. ọtam,male: tekle
97,undergarment,Ak. dánta,male: tekle
97,undergarment,Ak. ọtam,female: boi
97,undergarment,Ak. dánta,female: boi
97,undergarment,Ak. ọtam,female: boitšę
97,undergarment,Ak. dánta,female: boitšę
97,understand,hū,hie tu
97,understand,te,hie tu
97,understand,hū ase,hie tu
97,understand,hū mu,hie tu
97,understand,te ase,hie tu
97,understand,hū,na šiši
97,understand,te,na šiši
97,understand,hū ase,na šiši
97,understand,hū mu,na šiši
97,understand,te ase,na šiši
97,understand,hū,na na
97,understand,te,na na
97,understand,hū ase,na na
97,understand,hū mu,na na
97,understand,te ase,na na
97,understand,hū,nu
97,understand,te,nu
97,understand,hū ase,nu
97,understand,hū mu,nu
97,understand,te ase,nu
97,understand,hū,yo sę
97,understand,te,yo sę
97,understand,hū ase,yo sę
97,understand,hū mu,yo sę
97,understand,te ase,yo sę
97,hard to be understood,asę yę deṅ,šiši wa
97,hard to be understood,yę hū nā,šiši wa
97,understanding,nimdeę,lē
97,understanding,ṅhūase,lē
97,understanding,ṅhūmu,lē
97,understanding,ṅhūāno,lē
97,understanding,ti,lē
97,understanding,tirim,lē
97,understanding,tipā,lē
97,understanding,nimdeę,niilē
97,understanding,ṅhūase,niilē
97,understanding,ṅhūmu,niilē
97,understanding,ṅhūāno,niilē
97,understanding,ti,niilē
97,understanding,tirim,niilē
97,understanding,tipā,niilē
97,understanding,nimdeę,nanā
97,understanding,ṅhūase,nanā
97,understanding,ṅhūmu,nanā
97,understanding,ṅhūāno,nanā
97,understanding,ti,nanā
97,understanding,tirim,nanā
97,understanding,tipā,nanā
97,understanding,nimdeę,šišilē
97,understanding,ṅhūase,šišilē
97,understanding,ṅhūmu,šišilē
97,understanding,ṅhūāno,šišilē
97,understanding,ti,šišilē
97,understanding,tirim,šišilē
97,understanding,tipā,šišilē
97,understanding,nimdeę,šišina
97,understanding,ṅhūase,šišina
97,understanding,ṅhūmu,šišina
97,understanding,ṅhūāno,šišina
97,understanding,ti,šišina
97,understanding,tirim,šišina
97,understanding,tipā,šišina
97,understanding,nimdeę,yi
97,understanding,ṅhūase,yi
97,understanding,ṅhūmu,yi
97,understanding,ṅhūāno,yi
97,understanding,ti,yi
97,understanding,tirim,yi
97,understanding,tipā,yi
97,understanding,nimdeę,yiṅ
97,understanding,ṅhūase,yiṅ
97,understanding,ṅhūmu,yiṅ
97,understanding,ṅhūāno,yiṅ
97,understanding,ti,yiṅ
97,understanding,tirim,yiṅ
97,understanding,tipā,yiṅ
97,understanding,nimdeę,yitšoṅ
97,understanding,ṅhūase,yitšoṅ
97,understanding,ṅhūmu,yitšoṅ
97,understanding,ṅhūāno,yitšoṅ
97,understanding,ti,yitšoṅ
97,understanding,tirim,yitšoṅ
97,understanding,tipā,yitšoṅ
97,undress,yi atade,dšie atade
97,undress,yi atade,dšie mama
97,undress,yi atade,dšie nii
97,undress,pa ntama,dšie atade
97,undress,pa ntama,dšie mama
97,undress,pa ntama,dšie nii
97,uneasiness,ahōhia,behiamọ
97,uneasiness,ahōhia,tšuiyeli
97,uneasiness,ahōhia,haomọ
98,unemployed,kwa,yaka
98,uneven,aŵereaŵere,kōdōn
98,uneven,apowapow,kpoikpoi
98,uneven,aboṅkyiaboṅkyi,sakasaka
98,unexpected,nea woanfwę okwaṅ,
98,unexpectedly,mpofirim,wrao
98,unexpectedly,mpaase,kpatukpatu
98,unexpectedly,putúpűrú,
98,unexpected (to do or happen),"patuw (yę, ba..)",kpatu
98,unfortunate (to be),hū amane,na amane
98,unfortunate day,dabone,musugbi
98,unfriendliness,animmuna,hie(ṅmei)śa
98,unfriendliness,,nyāfimo
98,unfriendliness,,finyāfinyā
98,unfruitful,patā,kpetē
98,unfruitful,boniù,kene
98,ungrateful person,nea oyi amō,otrumu
98,ungrateful person,omoyifo,trumufelo
98,ungratefulness,boniayę,trumufemo
98,unhappiness,ahōyeraw,
98,unicorn,okō,ṅmaṅma
98,union,biakōyę,gbekpāmo
98,union,mmom',ekomcfemo
98,union,,nanyobō
98,unite,yę biakō,fe ekome
98,unite,bom',ye egbo
98,unite,(mā) ano ko bęn korom',bom
98,unite,,tša
98,unjust,nea ontęę,nou edšaa
98,unjust,entęę,
98,unjust,atęṅkyew,
98,unkind,oyamoṅwenefo,gbo
98,unkind (to be),,hie wa
98,unkind (to be),,mli wa
98,unleavened bread,apiti,akpiti
98,unless,gye sę,dša
98,unless,sę gye,dša akę
98,unload,soę,
98,unloose,sāṅ,fēne
98,unmanly,,yeiabinō
98,unmarried,osigyafo,ošidšafo
98,unmarried,ghōkafo,
98,unmarried (to be),di sigyaw,
98,unmeaning,hunu,eflo
98,unmingled,kroṅkroṅ,kroṅkroṅ
98,unmingled,kurennyeṅ,
98,unparalleled,biakō,ekōme
98,unparalleled,nea eso bi nni,
99,unpleasant,nea enyẹ fe,
99,unpleasant,de,
99,unpleasant,enso ani,
99,unpleasant,,taŋ
99,unpleasant,,tantan
99,unpleasant,,noni saa hie
99,unprepared,amono,
99,unprepared,momono,
99,unprepared,futuru,
99,unprepared,nea wansiesie nehọ,
99,unprepared,nea wonnyạ nsiesie ẹ,
99,unprepared,,enmọŋ
99,unprepared,,moni esako
99,unprepared,,noni asako
99,unquiet,petẹrẹpẹtẹrẹ,
99,unquiet,harehare,
99,unquiet,perepere,
99,unquiet,,fidšitefidšite
99,unquiet,,krukru
99,unquiet,,kplekple
99,unreasonable person,ogyigyirifo,
99,unrighteous,ọntẹe,
99,unrighteous,odifo,
99,unrighteous,,eye fo
99,unrighteousness,ọtẹe a obi ntẹẹ,
99,unrighteousness,ntẹŋkyew,
99,unrighteousness,amim,
99,unrighteousness,ikontompo,
99,unrighteousness,ńkońkońsa,
99,unrighteousness,,ateńtšeo
99,unrighteousness,,amim
99,unrighteousness,,kōtōmpoyeli
99,unripe,buŋ,
99,unripe,nea emmeree ẹ,
99,unripe,emmọe ẹ,
99,unripe,abuntwẹre,
99,unripe,akyeńkyeń,
99,unripe,,brubru
99,unripe,,fo
99,unripe,,ńmlikiti
99,unroot,tu,
99,unroot,tu ase,
99,unroot,,fạ
99,unroot,,fạ šiši
99,unruly,kitikiti,
99,unruly,kurokuro,
99,unruly,kyikyírikyikyíri,
99,unruly,tew ahi,
99,unruly,,fidšitefidšite
99,unruly,,flafla
99,unruly,,gidi(gidi)
99,unruly,,krukru
99,unruly,,kplekple
99,unruly,,māmāmā
99,unruly,,fe gidigidi
99,unruly,,yẹ flafla
99,unruly,,dše adšiń
99,unruly,,dše ogagasu
99,unruly,,dše ši
99,unruly,,tše ši
99,unruly,,flegedše
99,unseal,tew ano,
99,unseal,,tše na
99,unsociable,onnim ago,
99,unsociable,,ekẹ m.k. fẹe
99,unstable,,kpańle
99,unstaid,,kpańle
99,unsteady,,kpańle
99,untie,sạń,
99,untie,,fẹne
99,untouched,emū,
99,untouched,nea woạńkạ no dẹkyé,
99,untouched,enni dẹm,
99,untouched,edi mu,
99,untouched,,(e)mū
99,untouched,,noni atako he
99,untrue,ennim',
99,untrue,ennim' sa,
99,untrue,woboa!,
99,untrue,,bẹ mli
99,unused,nea ẹda họ kwa,
99,unused,wonyẹẹ họ biribi ẹ,
99,unused,wontạ nyẹ,
99,unwind,,yẹroke
99,up,so,
99,up,soro,
99,up,foro,
99,up,,no
99,up,,ńwei
99,upper part,ẹso,
99,upper part,osoro,
99,upper part,ti,
99,upper part,atifi,
99,upper part,atifī-fām,
99,upper part,,no
99,upper part,,ńweigbẹ
100,upon,so,no
100,upon,atifĩ,yiteŋ
100,upon,ani,hie
100,upright,trẽnẽ,klomlo
100,upright,kyerebeŋ,dšalọ
100,upright,,trōmō
100,uproar,hō,
100,uproar,atūatew,
100,uproar,mansōtwẽ,
100,uproar,sakasaka,
100,uproar,ntanani,
100,upset,butuw,butu
100,upside down,butuw,butu
100,upstairs,abansoro,ṅwei
100,upstairs,,tšuyiteŋ
100,upward,osoro,ṅweigbẹ
100,upward,akyiri,no
100,upward,boro,fe
100,urge,pia,tši
100,urge,pūa,tšire
100,urge,sūm atiko,yisẹ
100,urge,haw,fā yi
100,urge,kānyāŋ,
100,urgency,ghōntowoso,ahūntō
100,urgency,ohia,fimọ
100,urgency,ahōkyere,
100,urgent,hia,fe ahūntō
100,urgent,pia,fī
100,urgent,pūa,
100,urine,dwensọ,šamọ
100,us,yeŋ,wọ
100,use,de,hie
100,use,kura,fe he noko
100,use,de..yẹ biribi,ye
100,use,yẹ hō biribi,
100,use,di,
100,useless,hunu,yaka
100,useless,kwa,yakatsā
100,useless,teta,gbonyo
100,useless,huhuw,
100,useless,funu,
100,useless,fọ,
100,useless,nea ẹmfra,
100,useless,wọmfa nyẹ fwẽ,
100,usurper,,nokpalọ
100,usury,huruw sika,he hekpa
100,usury,hyẹ hurufem,agẽfọagẽ
100,utter,akyiri,noni yọ
100,utter,,sẹ
100,utter,,segbẹ
100,utmost,korā,fọflọo
100,utmost,akyirikyiri,šọnn
100,utmost,ano nohọ toṇn,nagbẽ
100,utter,kā,kẹ
100,utter,kā asẹm,wie
100,utter,efi n'ano,dše na
100,utter,,dše daṇ
100,utterance,asẹm,sẹntfā
100,utterance,,daṇdšẽ
100,utterance,,nadšẽ
100,utterance,,wiemọ
100,utterance,,kẹmọ
101,Vagabond,kobofo,kobofo
101,Vagabond,kabonnāfo,ñanyōlọ
101,Vagabond,obadueduefo,niiahetfalọ
101,Vagina,twẹ,yohe
101,Vagina,twẹ,yonọ
101,Vagina,sọ,
101,Vagina,gbemi (gbebi),
101,Vain,hunu,eflọ
101,Vain,huhuw,yaka(yaka)
101,Vain,kwa,yakatfā
101,Vale,oboṅ,dṣọ
101,Vale,osuboṅ,nudṣọ
101,Vale,oboṅkā,flọ
101,Valiant,ọsabarímá,kpanā
101,Valiant,ọkatakyí (kwatakyi),kpanaku
101,Valiant,,ekālọ
101,Valiant,,kākālọ
101,Valour,nnam,ekā
101,Valour,mmaninyẹ,nam
101,Valour,,nūfemọ
101,Valour,,hianiifemọ
101,Van,twafo,asafokaṅ
101,Vanguard,twafo,asafokaṅ
101,Vanish,yera (hāra),ho ya
101,Vanish,tu yera,tu yarabasa
101,Vanish,seṅ kọ,ladṣe
101,Vanish,twaṃ,
101,Vanity,ahuhude,yaka
101,Vanity,ahuhusẹm,-nọ
101,Vanity,adehuhuw,
101,Vanity,agohunu,
101,Vapour,ahohow,afua
101,Vapour,ahuhuw,lamọ
101,Vapour,huruhurow,
101,Variable,nea ẹsakra(sakra),
101,Variable,edi adannaṅ,
101,Variance,nsakrae,bẹ
101,Variance,mansọ,
101,Variance,atutuw,
101,Variation,nsakrae,
101,Variation,adannaṅ,
101,Variation,nsonee,
101,Variation,nsonsonee,
101,Various,horow,srotọ
101,Various,ahorow,
101,Various,sono,
101,Various,sonsono,
101,Vehement,denneṅ,wā
101,Vehement,pī,pī
101,Vehement,bebrẹ,bam
101,Vehement,kẹse,bambambam
101,Vehement,sẹ,
101,Vehement,bam,
102,veil,ńkataanim,hiehanō
102,vein,ntini,fā
102,velvet,seda,
102,velvet,ago,
102,velvet,,agobofū
102,velvet,,flonto
102,venison,hanām,milclo
102,venom,bore,bo
102,venom,bore,ebo
102,venom,bore,onufubo
102,venom,owọ-bore,bo
102,venom,owọ-bore,ebo
102,venom,owọ-bore,onufubo
102,venture,sọ..fwe,ka
102,venture,sọ..fwe,ka hie
102,venture,sọ..fwe,ṣo he
102,venture,sọ..fwe,ši tsitši fe
102,venture,kekare(anim),ka
102,venture,kekare(anim),ka hie
102,venture,kekare(anim),ṣo he
102,venture,kekare(anim),ši tsitši fe
102,venture,si bo ye,ka
102,venture,si bo ye,ka hie
102,venture,si bo ye,ṣo he
102,venture,si bo ye,ši tsitši fe
102,venture,abòsi,kā
102,venture,abòsi,tsitšišimọ
102,venture,abòsi,ekā
102,veranda,abrânnā,ablana
102,verdigrise,kôbere hō bore,bo
102,verdigrise,kôbere hō bore,ebo
102,verdigrise,kôbere hō bore,obohima
102,verdigrise,kôbere hō bore,nkanale
102,verdigrise,úkānare,bo
102,verdigrise,úkānare,ebo
102,verdigrise,úkānare,obohima
102,verdigrise,úkānare,nkanale
102,verily,ampa,leleŋ
102,verily,ampa,anokwa
102,verily,ampa,asanokwa
102,verily,nokware,leleŋ
102,verily,nokware,anokwa
102,verily,nokware,asanokwa
102,verity,nokware,anokwale
102,vertex,atifi,yiteŋ
102,vertex,atifi,pampaso
102,vertex,mpampam,yiteŋ
102,vertex,mpampam,pampaso
102,very,pa,naakpa
102,very,pa,tšō
102,very,pa,tūtu
102,very,pa,dukuduku
102,very,pa,sukusuku
102,very,pa,gbogbōgbo
102,very,pòtē,naakpa
102,very,pòtē,tšō
102,very,pòtē,tūtu
102,very,pòtē,dukuduku
102,very,pòtē,sukusuku
102,very,pòtē,gbogbōgbo
102,very,trēnē,naakpa
102,very,trēnē,tšō
102,very,trēnē,tūtu
102,very,trēnē,dukuduku
102,very,trēnē,sukusuku
102,very,trēnē,gbogbōgbo
102,very,ara,naakpa
102,very,ara,tšō
102,very,ara,tūtu
102,very,ara,dukuduku
102,very,ara,sukusuku
102,very,ara,gbogbōgbo
102,vessel,ade,nō
102,vessel,ade,lele
102,vessel,ade,Ad. le
102,vessel,hyeń,nō
102,vessel,hyeń,lele
102,vessel,hyeń,Ad. le
102,vessel,korow,nō
102,vessel,korow,lele
102,vessel,korow,Ad. le
102,vex,haw,hao
102,vex,haw,gba na
102,vex,haw,fe niiseniiani
102,vex,haw,fe anuanuanii
102,vex,guań hō,hao
102,vex,guań hō,gba na
102,vex,guań hō,fe niiseniiani
102,vex,guań hō,fe anuanuanii
102,vex,gyigye,hao
102,vex,gyigye,gba na
102,vex,gyigye,fe niiseniiani
102,vex,gyigye,fe anuanuanii
102,vex,yi mfefēwa,hao
102,vex,yi mfefēwa,gba na
102,vex,yi mfefēwa,fe niiseniiani
102,vex,yi mfefēwa,fe anuanuanii
102,vice,bone,esa
102,vice,bone,efonfemọ
102,vice,bone,musu
102,vice,bone,bulemọ
102,vice,yẹ,esa
102,vice,yẹ,efonfemọ
102,vice,yẹ,musu
102,vice,yẹ,bulemọ
102,vice,amumoyẹ,esa
102,vice,amumoyẹ,efonfemọ
102,vice,amumoyẹ,musu
102,vice,amumoyẹ,bulemọ
102,vice,ànómmane,esa
102,vice,ànómmane,efonfemọ
102,vice,ànómmane,musu
102,vice,ànómmane,bulemọ
102,victor,ńkōnimdifo,kōnimye(li)lọ
102,victor,ńkōnimdifo,noyelọ
102,victory,ńkōnim,kōnim
102,victory,ńkōnim,yeli
102,victory,ńkōnim,tanagbē
102,victorious,di so,ye kōnim
102,victorious,di so,gbe ta na
102,victorious,di so,ye nọ
102,vie,si kane,da
102,vie,si kane,da he
102,vie,si kane,ši akan
102,view,fwẹ,kwẹ
102,view,hū,kwẹ
102,view,ofwẹ,
102,view,adefwẹ,
102,view,nea obi susuw wọ brb. hō,
102,view,ńhūmu,
103,vigour,ahōọdeṅ,
103,vigour,tumi,
103,vigour,nnam,
103,vigour,mmarimasẹm,
103,vigour,mmaninyẹ,
103,vigour,,hewale
103,vigour,,nyēmo
103,vigour,,ekā
103,vigour,,nam
103,vigour,,nūfemo
103,village,kurow,
103,village,akurowa,
103,village,akurā,
103,village,-ase,
103,village,,akrowa
103,villain,ohuhuni,
103,villain,onipahuhuw,
103,villain,onipabone,
103,villain,omumoyẹfo,
103,villain,,yakayakagbomo
103,villain,,gbomo foṅ
103,vinegar,mfinegar,
103,vinegar,,ašiṅ
103,violence,ahōọdensem,
103,violence,anuọdensem,
103,violence,akokobírisem,
103,violence,akakabénsém,
103,violence,asénníni,
103,violence,ntíntimànsém,
103,violence,,hewa
103,violence,,hewale
103,violence,,hiewale
103,violence,,yiwale
103,violence,,ahom
103,violence,,kakabā
103,violent,kekā,
103,violent,ọkekāfo,
103,violent,,blabla
103,violent,,kākālọ
103,violent a-death,opatuwu,
103,violent a-death,owusiṅ,
103,violent a-death,,plenemo
103,violent a-death,,kpatumo
103,violently,akakabénsò,
103,violently,akokobírìsò,
103,violently,aporiso,
103,violently,ọberaṅso,
103,violently,,hewale na
103,violin,ọsāṅkū,
103,violin,,saṅkū
103,viper,ọwọ,
103,viper,ahurutoa,
103,viper,,onufu
103,viper,,šinō
103,viper,,šikpā
103,virgin,abábā,
103,virgin,ọbábun,
103,virgin,,oblayō
103,virgin,,-mū
103,virginity,mmabābere,
103,virginity,mūdi,
103,virginity,,oblayeiaṅ
103,virginity,,emuyeli
103,virginity,,hetšemo
103,visage,anim,
103,visage,,hie
103,visible,nea wohū,
103,visible,,noni anaä
103,visit,fwẹ,
103,visit,befwẹ,
103,visit,kofwẹ,
103,visit,kyia,
103,visit,,sra
103,visit,,ṅā
103,vocable,asemfua,
103,vocable,,wiemo
103,vocabulary,ọkasa mu nsemfua mmoaāno,
103,vocabulary,nsem-asekyere-ṅhōmā,
103,vocabulary,,wiemo-wolo
103,vocabulary,,wiemoi-ašišitšōmo-wolo
103,voice,ẹne,
103,voice,,gbē
103,voice loud-,ẹne kese,
103,voice loud-,,gbē wā
103,void,hunu,
103,void,patā,
103,void,,eflo
103,void,,kplauā
103,Volta,Fīraw,
103,Volta,,firao
103,Volta,,filao
103,vomit,fe,
103,vomit,,fe
103,vomit inclination to-,abofono,
103,vomit inclination to-,yam fōntāu,
103,vomit inclination to-,,tšine no futamo
103,vomit inclination to-,,-lotamo
103,vow,hyẹ bọ,
103,vow,hyẹ ase,
103,vow,,wo ši
103,vulture,opété,
103,vulture,akrampā,
103,vulture,kokosakyi,
103,vulture,borebiṅ,
103,vulture,,akpaṅa
104,Wag,him,woko
104,Wag,hiñhim,hoso
104,Wag,wosow,
104,Wage,so..fwę,ka
104,Wage,kyia,
104,Wage,si bo,
104,Wage,awowa,awoba
104,Wage,akatua,gbęna
104,Wage,apābode,nyōmọ
104,Wage,asranne,wō
104,Wage,afrihyiade,apabọnii
104,Wage,,nycndšenii
104,Wag(g)on,teaseęnam,fili
104,Waggoner,teaseęnam-käfo,filigblalọ
104,"Waggoner (ursa major, the greater bear)",nsoromasoṅ,dšeṅkpawo
104,Waist,aseṅmu,mliteṅ
104,Waist (coat),,wes
104,Wait,twęṅ,mę
104,Wait,fwę okwaṅ,kwę gbę
104,Wait,węṅ,tšę
104,Wait,kyę,tęo
104,Wait,tęw,sōmọ
104,Wait,buw,
104,Wait,di abọ,
104,Wait,som,
104,Waiter,abofra,tšulọ
104,Waiter,obōni,sōolọ
104,Waiter,osomfo,bage
104,Wake,ani so da họ,hieṅmei dfere no
104,Wake,si pę,hie tšę
104,Wake,nyaṅ,tšię (hie)
104,Wake,kānyāṅ,
104,Wake (n.),pesi,
104,Wakefulness,ani a eso da họ,hietědšemo
104,Wakefulness,ani a eṅkum,hietšě
104,Wakefulness,pesi,
104,Walk,nam,nyie
104,Walk,nantew,tšō
104,Walk,fa,šěra ši
104,Walk,pase,
104,Walk-about,nantenantew,nyie he
104,Walk-about,duedue,hewọ
104,Walk-affectedly,doṅ,tšia
104,Walk-affectedly,kyēa,šere
104,Walk-after,di..akyi,nyie sę
104,Walk-after,di akyiri,
104,Walk-along,pere (abonteṅ),nyie na
104,Walk-along,nam ano ano,
104,Walk-around,twa hō hyia,bọle
104,Walk-backward,saṅ n'akyi,nyie sęse
104,Walk-backward,pini n'akyi,
104,Walk-before,di anim,nyie hămọ
104,Walk-before,di kaṅ,hie
104,Walk-over,fa so,
104,Walk-in procession,wuw,fo
104,Walk-in procession,,foṅ
104,Walk-in procession,,fo ši
104,Walk-in procession,,tšō no
104,Walk-proudly,kyēa,tšia
104,Walk (n.),onantew,yā
104,Walk (n.),okwaṅ,nyiemọ
104,Walk (n.),okwanferene,šišeramọ
104,Walk (n.),bra,gbę
104,Walk (n.),abrabo,dšeṅ
104,Walk (n.),amammu,
104,to take a walk,kopase,šera ši
104,to take a walk,pasepase,ya šišeramọ
104,to take a walk,koapase,
104,to take a walk,apasaw,
104,to take a walk,nennam,
104,to take a walk,gye mframa,
104,to take a walk,mfare,
104,walking-staff,poma,dęhhiemọtšọ
104,walking-staff,,dęnmātšọ
104,wall,ofasu,gbogbo
104,wall,fabaṅ,afabaṅ
105,wallow,pirew,
105,wallow,yantam,
105,wallow,,kokro
105,wallow,,koklo
105,wallow,,wu
105,wander,nantew,
105,wander,tu kwaŋ,
105,wander,dom',
105,wander,dodom',
105,wander,kyiŋ,
105,wander,kyini,
105,wander,nantenantew,
