page,twi,eng
166,"Ohĩani pam akorogow a, na eye no sẹ odidi sãnyãm'.","When the poor man mends his broken wooden bowl, it serves him just as well as if he ate off a pewter dish."
166,Ohĩani mpaw dabere.,A poor man does not chose his sleeping-place.
167,"Ohĩani aṣem', 'yedi no ntiantiam'.",The complaint a poor man brings is investigated briefly.
167,Ohĩani asommẹ́n ne batafọsẹ̀.,The poor man's elephant tusk is the wart-hog's tooth.
167,"Ohĩani yane gorọw a, 'yese oyane ńńwahama.","When the poor man wears a necklace of the soft silky 'gorow' leaves, it is said he is wearing a sheep's halter."
167,Obi mfa ohĩa ntow adọtebẹ.,Not even poverty will make a man fell a palm-tree that stands in a swamp.
167,Obi mfa ohĩa nsi apempem.,No one can extort from another by using his poverty as a threat.
167,"Obi bọ wo dua se, 'Mã ońwu!' a, ẹnyé yaw sẹ ose, 'Mã ohĩa ńkã no!'","If any one invokes a fetish against you, saying, 'Let this man die', he is not harming you as much as he would were he to say 'Let poverty lay hold on him'."
167,"Wunni ntrama a, na wuse, nsã nyẹ dẹ.","When you have not a cowry shell, then you say that wine is not sweet."
168,Osikani ne panyin.,The rich man is the elder (i.e. man of importance whose words carry weight in council).
168,"Wonni sika a, ankã wofre no nhwẽa kwa.","If one could not make use of gold dust, then it would merely be called sand."
168,"Sika nni adagyew a, womfa mpe bosea.","When one has just sufficient money for one's own needs, one does not let it out at interest."
168,"Sika nni, ‘Kã wo nsa pe’.","With gold dust (money) it is not (a case of), ‘Put forth your hand and find’."
168,Sika nko adidi nsan mma kwa.,Money does not go out to earn its livelihood and come back empty-handed (i.e. it earns interest).
168,Sika kyeŋ nkrante nnam.,Money is sharper than a sword.
169,"Sika pereguan da kŭrom' a, ewo amansan.","If there is a pereguan worth of gold dust in a town, it is for the whole people."
169,"Wo sika resã a, na wo ani tew.","When your gold dust is becoming finished, then you become prudent."
169,"Sika seŋe, biribi anseŋ bio.","Wealth (is) beyond everything, nothing is beyond that again."
169,"Sika te se akoa, woaŋhũ no so fĩe a, oguaŋ.","Gold dust (money) is like unto a slave, if you do not look after it well, it runs away."
169,Sika ye fe na opegyafo ye nã.,"Wealth is a fine thing, but to find an heir is not easy."
169,"Wo sika ye wo yaw a, okom de wo.","If (spending) your money gives you pain, you will go hungry."
169,"Wo sika ye wo yaw na wokõ a, wunyi dom.","If (spending) your money gives you pain and you go to war, you will not win."
169,Sika-dŭwuma biara nye aniwu.,It is no shame at all to work for money.
170,"Osikafo nom nsã bow a, wofre no yare.","When a sick man is drunk, he is merely said to be unwell."
170,"Osikafo wo ho yi, ofura ntamagow.","When a man is wealthy, he may wear an old cloth."
170,"Osikani de, wonhwãnsĩ no bone ara da.","As for a rich man, he is never sneezed at unluckily."
170,"Sika beŋ wo a, ehoa.","When gold is close to you, it is pale (no longer glitters)."
170,"Wunyã ade a, wotaŋ wo ; wunnyã ade a, wofre wo bone.","When you are rich, you are hated ; when you are poor, you are called a bad man."
171,Ogya a ɛbɛdɛw nɛ ne wisie ṅkɔ.,The fire which is going to blaze up has a different smoke (from other fires).
171,Ogya a ɛyɛ nnam ṅkyɛ afuw so.,The firewood which is good for fuel does not remain long in the plantation. (It is soon carried home for fuel.)
171,Ogya dedaw ano nyɛ sɔ-nã.,Wood already touched by fire (and rendered dry) is not hard to set alight.
171,"Ogya hye wo a, woperɛw to wo ba so ansã-na woayi afi no so.","When a spark from the fire burns you, you shake it off on to your child before you (finally) take it off him (again)."
171,"Ogya hye wo a, ɛnyɛ wo de, na woretafo.","When fire burns you, you do not find it sweet, but you keep licking the place nevertheless."
172,"Ogya pirɛw a, ɛhye nea ɔda ano.","When a firebrand rolls out from the fire, it burns the one sleeping nearest to it."
172,Ogya nè atuduru nna.,Fire and gunpowder do not sleep together.
172,"Yenim sɛ wɔde gya bɛko akogu sumăna so, nanso wɔde fi wuram' ba a, wɔde ba ofie ansã.","We know that ash is taken and thrown out on the ash heap, yet when it was brought from the bush (as firewood), it was first of all taken to the house."
172,"Asu a yenni mu adwene no, yemfá mu pow.","From the river whose fish we do not eat, we do not (even) take a nugget."
172,"Asu a wońńuare no, wońnom.",A river (lit. water) you would not bathe in is not drunk from.
172,Asu et ɛtā hɔ diǹn na ɛfa onipa.,It is the water which stands there calm and silent that drowns (lit. takes) a man.
173,"Asu a ɛte sɛ bosɔ̃rɔpo na ṅkyene atĭwam' yi, na ɛwɔ ase.","A body of water like the great sea, which is so very salt, there must be a reason for that."
173,"Asu biara bɔ po mu a, na ne diṅ ayera.","Whatever the river that falls into the sea, its name is lost."
173,Asu bɔ biribi diṅ na ɛwɔw.,Water adjures the name of some thing (utters a spell) and then dries up. (Water does not dry up without a cause.)
173,"Asu fa wo a, ɛhɔ ṅhama ṅhĩnā taṅ wo.","When a river is taking you (i. e. drowning you), then all the creepers on its bank (you clutch at) hate you (and will not let you get a hold)."
173,Asu nyiri ṅwam.,A river does not flood out the toucans (which roost on the tops of high trees).
173,"Nsu a wɔde redum gya, wompɛ no kroṅkroṅ.",Clear water is not sought for to quench a fire.
173,"Nsu fa wo a, wonom bi.","When water is drowning you, you nevertheless drink some of it."
173,"Nsu-hunu ye ɔmɛ a, aṅkã akā mfa darewa.","If plain water was satisfying enough, then the fish would not take the hook."
174,"Nsu kye toam' a, eboŋ.","When water remains long in a calabash, it stinks."
174,Nsu potopoto! tiatia mu na kosaw nsu-pá!,Muddy water! pass through it and go and draw the pure.
174,Nsu asã asum' nti na osánsá refa apatã.,Because the water has dried up in the river the fish eagle is catching the fish.
174,"Nsu ansõ aguare a, esõ nom.","Water which is not sufficient for bathing in, is sufficient for drinking."
174,"Nsu-nsu ǹhĩnã dõsõ, na bósonopo ne panyin.",Of all the many waters the sea is the old man among them.
174,"Nsu yiri a, na apatã aye ahantaŋ.","When the water is in flood, the fish is proud."
174,"Osu a eto Krobow no, ebi ato Siade.",Of the rain that falls on the Crobo hills some has fallen on the Shai mountains.
174,"Osu boro bo a, etim' nea etim'.",Though rain beats on a stone it (the stone) stands firm where it stands.
175,"Osu ẅe fwo a, wuse, ‘Wafẅe me’, na wunse se, ‘Opetẽẽ me so’.","When the rain beats you, you say, ‘It has beaten me’, but you do not say, ‘It drizzled on me’."
175,"Oso to a, wokum komfo; osu anto a, wokum komfo.","When the rain falls, the fetish priest is killed; (and) when the rain does not fall, the fetish priest is killed."
175,"Oso beto a, mframa na edi kan.","When the rain is going to fall, it is the wind that comes first."
175,"Oso ato aboro asense, ‘Monnserew me, me hṍ bewo’.","The rain has fallen (and) beat on the ‘asense’ fowl (and she says), ‘You need not laugh at me, I shall get dry’."
175,"Osu to fẅe wo na oẅia fi hye wo a, na wuhṹ abrabṍ yaw.","When the rain falls and beats upon you and the sun comes forth and scorches you, then you behold (as it were) the troubles of life."
175,Osu to gu po mu.,"The rain falls, pouring into the sea."
176,"Oso to na egu biribi so ansã-na ekã wo a, enyé yaw.","When the rain falls and drops on something else first before touching you, it does not hurt."
176,"Osu to anadwo na woanhũ a, adekyẽẽ, woanhũ fam ana?","When the rain falls at night and you have not known of it, at dawn have you not seen the ground?"
178,Obi abusudé yẹ obi akăradé.,What is bad luck for one man is good luck for another.
178,Obi busuyefoo ne bi nipa-pa.,A knave for one is a good man for another.
178,"Obi ade-dedaw ko obi nsam' a, eye no foforo.","When an old thing belonging to one person gets into the hands of another, it becomes a new thing for him."
178,"Obi afom akum a, wo nso mfom ṅṅua!","When some one has killed something by mistake, as for you, do not flay it by mistake!"
178,"Obi fre wo Sẹwósé a, mpe ntem nserew; ebia wo agya ye obonnātőfő.","If some one remarks you are like your father, do not be in too great a hurry to laugh (i.e. be flattered); for all you know, your father may have been a ravisher of women."
178,"Obi afuw ső a, womfá mpampā na efow.","Though some one may have a very large plantation, that is not to say people are to bring their bowls and loot."
179,"Obi gyina obi'mati, na ohũ-guam'.","When one stands on another's shoulders, then he sees over the market."
179,Obi kwaṅ ṅkyẹ na esi bi de mu.,One man's road does not go far without meeting another's.
179,"Obi kye wo ade a, (na) woda n'ase.","When some one gives you a present, (then) you thank him."
179,Obi mfa obi ade ṅhoahoa nehõ.,No one boasts of what belongs to another.
179,Obi mfa ọbomũ ṅhow gya so.,No one takes a whole animal and dries it over a fire.
179,"Obi mfa ade ṅkoyi mmusu wo kŭrotia, na ọsaṅ ṅkofa bio.","No one places his propitiatory offering at the entrance of the village, and turns back again to remove it."
180,Obi mfa adidi mfa adepe.,One cannot both feast and become rich.
180,Obi mfa dọkonsín kwáŋkyeŋ mmisa nea otwaa so.,One does not take half a loaf from the wayside and then inquire who cut the other half.
180,Obi mfa fere ńware obi ne nua a ne pãm pow.,"No one, lest he should be called shy, would marry some one's sister who had a lump at the base of her spine."
180,Obi mfa ahina hunu mu ńkyere opanyin.,One does not show the inside of an empty pot to an elder.
180,Obi mfa ńhõma nto nsu mu ńko ahemfi.,One does not put a hide in water and then go off to the king's palace (where one has been summoned).
181,Obi mfa hyirew ntiw nea watɔ wuram'.,No one takes white clay and follows some one who has run off to the forest (in order to rub it on him).
181,Obi mfa amanne a wahũ ntutu kaw.,"No one tells how bad a state his affairs are really in, when asking for time to settle a debt."
181,Obi mfa n'afuru mmutuw bŭropatá so na ne mfefo ntwẽtwẽ mfa n'ase.,"No one uses his own belly to cover up his corn store, that his friends may pull some out from under him."
181,Obi mfa ne naṅ abieṅ nsusu asu.,No one tests the depth of a river with both his feet.
181,Obi mfa ne nsa beṅkum ṅkyere n'agya amamfɔ so.,No one takes his left hand to point out his father's old village.
182,Obi mfa ne nsa nto bi anom' na ɔmpae n'atifĩ.,No one puts his finger in another man's mouth and then beats him over the head.
182,Obi mfa ne sẽ mmobɔ adwẽ mmã ne yɔŋkɔ.,No one cracks a palm nut with his own teeth and gives it to his companion.
182,Obi mfa toamũm mfa ṅkosẽre ṅno.,No one takes a calabash without an opening in it to go and ask for palm oil.
182,Obi mfi agyama so mma fam' mmepe okótokoro.,No one descends from the 'gyama' shrub to the ground and then says he wants a forked stick.
182,Obi ṅwɛfɛwɛɛ odabere na ade ṅkyɛe da.,No one ever kept looking for a sleeping-place (and continued the search) till dawn.
182,Obi ṅhintaw nsɔ gya.,No one hides himself and (then) lights a fire.
182,Obi ṅhinti prɛkɔ mmɔ ahina.,No one breaks the water-pot the first time he stumbles.
183,"Obi ṅhũ ‘Aṅkănă’, ṅkita ‘N’aṅkănă’, nnyā ‘N’aṅkănă’, na onse se, ‘Mihũi a, aṅkănă’.","No one who has seen ‘Had I known, I should not . . .’, who has laid hold of ‘Had I known, I should not . . .’, who has (ever) possessed ‘Had I known, I should not . . .’, would ever say (again) ‘Had I known, I should not . . .’"
183,"Obi ṅhũ nimdeɛ ṅko ayi (ase) na okosore a, waserew.","No one has any sense (who) goes to attend a funeral custom, and on rising up to take his departure, laughs."
183,"Obi ṅhũ onipa dakoro nse no se, ‘Woafon’.","One does not see a man for one day only (or for the first time), and say to him, ‘You have become thin’."
183,Obi ṅhũ onipa aẅia na anadẅo onso kanea ṅfẅe n’anim.,No one sees a man by day and at night lights a lamp to look at his face.
183,Obi ṅko obi akurā ṅkyere n’ase.,One man does not go to the village of another and tell (the chief of that village) its origin (history).
184,"Obi ṅkɔ́ obi kũrom' ṅkofrɛ nehɔ̃ se, ‘Agyeman’.",One does not go to another's village and call himself ‘Agyeman’.
184,Obi ṅkɔ́ ahũã ná oṅkã ṅkwã̃.,No one (who) goes begging a meal is the one to serve out the soup.
184,"Obi aṅko ná obi amma a, aṅkã yebeye deŋ ahũ se okwaṅ mu nye?","If no one had gone and no one had come, what should we have done to find out if the road were safe (or not)?"
184,"Obi ṅkose se, ‘Putu ṅhyew! Putu hyew a, yehũã bi adi’.","No one says (when the yam store is on fire), ‘Let the yam store burn! When it does we shall scrape roasted yams to eat’."
184,Obi ṅkotew bisekyim mfa mfra bisetoro ṅkotoṅ mmã ne mãnn.,No one picks good kola nuts and mixes them with spurious ones and goes and sells them to his own countrymen.
184,Obi nkwati kokũrobeti mmo pow.,No one dispenses with the thumb in tying a knot.
185,"Obi ṅkyerɛ obi se, ‘To ṅkyene di’.","No one shows another, saying, ‘Buy salt and eat’."
185,"Obi nnim a, obi kyerɛ.","If one man does not know, another man explains."
185,Obi nnim adekyɛe mu asem.,No one knows the story of to-morrow's dawn.
185,Obi mpɛ obi yiye.,No one wishes well for another.
185,"Obi ntó ntasu nto fam’, mfa ne tɛkrɛma mfa.",No one expectorates on the ground and then takes his tongue and licks it up (lit. takes it up).
185,Obi ntwɛn Firaw ansã-na wahoro ne tãm.,No one waits (to reach) the Volta river before washing his cloth.
185,"Obi se, obɛsoa wo a, wunse se, ‘Mɛnantew’.","When some one says he will carry you, you do not say, ‘I shall walk’."
185,"Obi se ɔkyeɛ wo amirika a, huruw fĩe kwaṅkyeɛ, na fa akyiri nè anim to no ho.","When some one says he can run faster than you, jump (and) fall to"
186,"Obi seŋ wo a, mã oŋseŋ wo; na oŋo nso wo obi a oseŋ no.","When some one excels you, let him excel you; as for him, he again has some one who excels him."
186,Biribiara nye yaw se aniwu.,There is nothing that hurts like shame.
186,"Biribi wo soro a, etiv̌a se ebeba fam'.",Whatever is above must come down to the earth.
186,"‘Bo me na memmo wo,’ nye agoru.","‘Hit me, but I must not hit you,’ is not play."
186,"Wobo ahina ho a, na wuhu nea okãm da.","When you tap the pot, you see where the crack is."
186,"Wode tekrema si awowa a, wuntumi mpoŋ no.","When you place your tongue in pawn, you cannot redeem it. (A word once spoken cannot be unsaid.)"
186,Ade ketewa na wode susuw kese.,It is a small thing that is taken to measure a big thing.
186,Ade-pa na etoŋ neho.,The good thing sells itself.
187,"Ade yera a, na ɛwɔ nipa nsam'.","When a thing is lost, then it is in some one else's hand (possession)."
187,"Wo ade yɛ fɛ a, obi na ɔkã kyerɛ wo, na ɛnyɛ woankasa na wokã.","When you possess something that is beautiful, it is some one else who tells you (so) and not you yourself who speak (about it)."
187,"Wo de anyɛ yiye a, woŋkofa obi de nye wo de.","When what you have is not good, you do not go and take what belongs to some one else."
187,"Dua a ɛbɛwɔ wo ani no, wobu so, na wonseɛ ano.",You break off the point of the stick that is about to pierce your eye; you do not sharpen the point.
187,Dua a ɛtɔ nãm na ano hyew.,It is the stick that the meat is roasted on that gets the end burned.
187,Dua biara nsow nnyã ǹfĩwiren da.,No tree ever bore fruit without first having flowers.
187,Dua biakɔ nye kwae.,One tree does not make a forest.
187,"Dua mfa mfe aduasã ǹkyea, na womfa afe koro ntɛe no.",A tree does not grow bent for thirty years that one should (expect to) straighten it in one.
188,"Dua kẹse bu a, brofere na esi anaŋmu.","When a great tree breaks (and falls), the papaw tree takes its place."
188,"Dua kẹse bu a, ne mma bubu wo ne hō kwa.","When a great tree has fallen, its children (young shoots or seeds) burst forth from it in vain. (They will soon die once the sap has dried up.)"
188,"Dua si akurā a, ne ntini wo fie.","When a tree stands in a small village, its roots are in the houses."
188,"Dua taŋ wo a, na ebu bo wo.","When a tree hates you, it breaks (and) falls on you."
188,Womfá ade anum nto aduonum hō.,Four things are not compared with forty.
188,Wo fi ne wo fi.,Your house is your own house.
188,Afisẹm nye atamagow na woasi ahatá gua sò.,A private matter is not like the old cloth that has been spread to dry in the market-place.
189,"Wobeforo dua a, wofi n'ase na womfi soro.","When one would climb a tree, one begins from the bottom and not from the top."
189,"Mframa mmae a, na fĩwereɛ mu ye krãnã.",It is before the wind comes that the long grass is motionless.
189,"Afuw mu nni biribi a, ɛwɔ krãnãnã.","If a plantation has nothing else in it, it has at least silence."
189,"Agoru, wogoro no tipɛn.","Play, you play with one your own size."
189,"Ahina hɔ hyɛhyɛ no, na nsu na ɛwom'.","When the surface of a pot glistens, that is because there is water on it."
189,"Ahina bɔ a, na kora ata hɔ.","When the water-pot breaks, the calabash in it remains (unharmed) beside it."
189,"Wo hɔ ye dɛn a, wonyɛ bānu adwuma.","Though you may be strong, you do not do two men's work."
189,"Wo hɔ nye dɛn a, na wuse, ‘Kahiri nye’.","When you are not strong, then you say, ‘The head-rest is no good’."
190,Ahõofe ntua kaw.,Personal beauty does not pay a debt.
190,"Wohye afiri a, wuŋwu agyaŋ.","When you stand on (fall in?) a trap (and are killed), you do not die from an arrow (wound)."
190,"Wokaŋ nantwi a, wokaŋ ne dùa.","When you count cattle, you count their tails."
190,"Woko obi fi, na okotow ho a, wummisa no agua.","When you go to some one else's house, and the owner is squatting there on the ground, you do not ask him for a stool."
190,"Woko kũrow bi mu na wuse, ‘Mammeto nnipa bi wo ha’ a, wose wo se, ‘Yeaŋhũ oniŋa a waba’.","If you go to some one else's town and say, ‘I have not met any one here so far (of importance)’, they (the town's people will retort and) say, ‘We have not been aware that some one has come (to our town)’."
190,"Woŋkoo obi afum' da a, wuse, ‘Me ŋko ne kùafó.","If you never went to any one else's farm, (you would) say, ‘I alone am a farmer’."
190,Yekum bi ansã-na yeapam bi.,Some are killed before others are put to flight.
190,"Woŋkúm mmarima a, womfá mmea.","If the men are not slain, the women are not carried off."
190,"Okwaŋ a wunsuro mu, na aboa kyere wo mu.",It is the path you do not fear that the wild beast catches you on.
191,"Okwantenni nim asɛm-kã, na onnim asekyerɛ.","The traveller (may) tell all he has seen (on his journey), but he cannot explain (all)."
191,Okwaŋ wɔ asõ.,A path has ears.
191,"Ǹkyene fi nsum' na woḥata, na wode gu nsum' ho ara bio.","Salt is procured (by evaporation) from water, yet it is taken and put back there in the water again."
191,"Ǹkyene nse nehõ se, ‘Meye de’.","Salt does not address itself and say, ‘I am agreeable (to the taste)’."
191,"Akyene anim da ho a, wonnyae nyaŋ ṅkyeŋ.","When the face of a drum is there (to beat), you do not leave that to beat the side."
191,"Wokyere onipa akunse na wokum no a, enye no yaw.","When you have a just reason for seizing a man and killing him, you do not hurt him (by doing so)."
191,Nãm nni ho nti na wode mmere ye ṅkwaŋ.,It is because there is no meat that mushrooms are taken to make soup.
191,Nea wadi bem nsoaa oguaŋ du.,He who has won his case never yet carried the sheep.
193,"Wunnim asaw a, na wuse, ‘Akyene nye de’.","When you do not know how to dance, then you say, ‘The drum is not sounding sweetly’."
193,"Wo nua sĕrẹ sŏ a, na ẹnyẹ wo na woda so.","Your sister's thigh may be plump, but it is not you who lie on it."
193,"Nsátéā biakŏ butuw fa ade wọ fam’ a, entumi.","If one finger tries to pick up something from the ground, it cannot."
193,Asẹm a wọkã serew wọ bãbi na wọkã sũ wọ bãbi.,"A matter which in one place is a subject of mirth, in another place is the cause of tears."
193,"Asẹm a wobese na wobẹsaŋ no, fa sã mã ẹŋka wo tirim.","A word that when spoken you would wish back, let it remain (unspoken) in your head."
193,Asẹm-pa nye ọkã-nã.,A good case is not difficult to state.
193,"Asẹŋ-kese bẹba a, ofraŋkã nsi so.","When some really big business is on hand, no flag is flown."
193,"Woso adaka a, na woso ne mu ade.","When a box is carried, what is inside the box is carried."
194,"Asɔ̃ te sɛ nsɛña; woto mu to mu a, ɛda.","The ears are like a pair of scales; when more and more are put in, they are weighted down (lit. sleep)."
194,Osram de bɛrɛbɛrɛ na etwa ɔman mu.,"The moon moves slowly, but it crosses the town."
194,Ata-panyin nni ṅkyene mmã ɛntere ata-k̃īmā anom'.,The elder twin does not eat salt that it may trickle into the younger's mouth.
194,"Wo ntama biri a, wohoro, na wonhyew.","When your cloth is dirty you wash it, but you do not burn it."
195,"Wote nsu hɔ reguare na obɔdamfo fa wo tãm a, fwefwe bi ansã-na woatiw no; nà wumfura bi a, obi besusuw se mo bãnu ye abɔdamfo.","When you are down bathing at the water and a madman runs off with your cloth, look for another before you follow him, for if you follow him naked, some one will suppose you are both of you mad."
195,"Tete abɛ, womfá nye ṅkwaṅ.",Old palm nuts are not used to make soup.
195,Tete ara ne nne.,History repeats itself. Lit. The very same ancient (things) are to-day.
195,Eti nye brofere na woapae mu ahũ mu asɛm.,The head is not the papaw fruit that it should be broken to see the thoughts inside.
195,"Owia wo soro na ehyehye sã yi, na menné se ebebeṅ fam.","The sun is up above and it can burn like this, but how much more (could it scorch) if it came down near to earth."
195,Wiase wotrã no bãnu bãnu.,In the world all things are two and two.
196,Obi ṅkyi koko na onni ne mma.,No one makes a fowl taboo and then eats its chickens.
196,Obi ṅkyi pete nni ne ṅkesua.,No one makes a vulture taboo and then eats its eggs.
196,"Aduaṅ bi a wuṅhũũ bi da wo wo nã nè wo agya muka so no, na nea wukyi neṅ.","Some food, the like of which you have never seen on your mother's or your father's cooking hearth, that is the kind you make taboo."
196,Nea ahõodeṅ kyi ne kọm.,What strength makes taboo is hunger.
196,"Obi nsõ dae, ṅkọ nea wọbekum no.",No one dreams of going to where they will kill him.
196,Tete ka asõm'.,Ancient things remain in the ears. (Tradition survives).
